Hospital Name,Latitude,Longitude,Hospital Network,State
Regional Georgia Medical Center,39.149895514992814,-99.68959309920253,CommonSpirit Health,Virginia
Memorial Connecticut Healthcare,38.78253945785245,-81.38730700064082,CommonSpirit Health,Alabama
Community Kentucky Infirmary,43.88389217203439,-98.46807961797279,Advocate Aurora Health,Michigan
Community Mississippi Healthcare,46.333029327290035,-90.89882308133872,Ascension,Arkansas
Children's Vermont Medical Center,38.946703349270805,-76.60482590360004,Dignity Health,Indiana
St. Hawaii Medical Center,47.002461252677875,-74.54993658047546,CommonSpirit Health,Maryland
University Wisconsin Health Center,28.154358250155827,-73.4589301477901,CommonSpirit Health,Washington
Community Pennsylvania Hospital,34.28523396640958,-89.18502841540308,Dignity Health,Nevada
Regional Vermont Clinic,37.496839363246764,-85.20728383450401,Providence,Ohio
Children's Nevada Hospital,41.09429253867589,-104.44177881664021,Dignity Health,Delaware
Community Washington Healthcare,41.37456971470564,-77.28526090606923,Mayo Clinic,Wisconsin
St. Vermont Infirmary,36.13389932676405,-94.88816574493285,Dignity Health,North Dakota
University Connecticut Clinic,32.80494714220813,-82.45117379117895,Ascension,Ohio
University South Carolina Healthcare,27.32859432879991,-122.38741326447025,Ascension,Arkansas
Memorial Oregon Health Center,29.234849606513784,-104.6237385082821,Advocate Aurora Health,Missouri
Regional Virginia Clinic,44.971463189939925,-81.20651097150628,Cleveland Clinic,North Carolina
Children's North Dakota Hospital,41.35382797223413,-68.20595488648766,Mayo Clinic,North Carolina
St. Maine Medical Center,39.9049717963368,-83.385983138067,Trinity Health,Tennessee
Children's Ohio Healthcare,38.434220016247274,-94.95036440232053,Advocate Aurora Health,California
Children's Wyoming Healthcare,40.44988732047415,-116.47367464790915,Tenet Healthcare,Rhode Island
Regional Louisiana Hospital,42.66438173289684,-71.08806862420877,Mayo Clinic,Connecticut
University South Carolina Health Center,36.71092873260701,-110.35404287970573,CommonSpirit Health,Connecticut
General Hawaii Health Center,28.727430558477323,-70.72040444249262,Dignity Health,Utah
Regional South Dakota Healthcare,41.37222743285798,-104.22610662629737,Mayo Clinic,Colorado
Community Rhode Island Infirmary,28.65788203527805,-105.1165809169537,CommonSpirit Health,Maryland
Memorial California Infirmary,34.91902542604436,-104.35456899965621,Mayo Clinic,Connecticut
St. Wisconsin Clinic,32.135681343741325,-115.76501666207434,Cleveland Clinic,Arizona
University Iowa Health Center,40.384273525808716,-83.35255298150378,HCA Healthcare,Vermont
Children's Maryland Clinic,41.11593006109881,-80.90170656158533,Dignity Health,Arkansas
General Tennessee Hospital,46.654638508194815,-93.61710879613123,Mayo Clinic,Oklahoma
Regional Arkansas Clinic,31.21759119900848,-94.48452364265243,CommonSpirit Health,Kansas
Memorial Illinois Hospital,47.504418377071616,-92.45117283698636,Mayo Clinic,Delaware
Children's Delaware Clinic,44.087971483566264,-79.62730388789683,CommonSpirit Health,Arkansas
Memorial Louisiana Clinic,46.733744701120216,-91.28609633879807,Advocate Aurora Health,North Carolina
Children's Ohio Clinic,27.12216588938846,-88.01506160676524,Dignity Health,Alabama
University Indiana Infirmary,28.68678272597947,-88.62362289639054,Advocate Aurora Health,Arizona
University Colorado Clinic,41.41690798912833,-93.78845249292246,Dignity Health,North Carolina
Mercy South Carolina Infirmary,35.50843722517807,-112.90723898285054,Trinity Health,New York
Community Vermont Medical Center,29.966539369929535,-113.93597709439696,Cleveland Clinic,South Carolina
Community Pennsylvania Clinic,32.65530796221978,-82.54456109835124,Cleveland Clinic,New Jersey
Community New Hampshire Healthcare,24.776574173393374,-88.40242755180002,HCA Healthcare,Alabama
Mercy Oklahoma Infirmary,38.24775251424383,-68.17545501753102,Cleveland Clinic,Kansas
St. South Carolina Health Center,49.09657415221699,-81.90226834759714,HCA Healthcare,Alabama
Regional New Hampshire Clinic,46.897234587383885,-111.34979333225188,Trinity Health,North Carolina
St. New York Clinic,30.8359177980564,-107.05837285699465,Trinity Health,Hawaii
General Louisiana Medical Center,41.615185352687135,-74.808999937228,Tenet Healthcare,North Carolina
General Florida Hospital,48.95120898914624,-116.55541670150892,Ascension,Georgia
Regional Rhode Island Healthcare,43.613138061435095,-69.41885736529467,Mayo Clinic,Georgia
St. North Dakota Clinic,49.15224851674082,-120.83989296951093,Advocate Aurora Health,Indiana
University Wyoming Clinic,34.91959799796,-95.67903104831848,Tenet Healthcare,Iowa
Regional California Infirmary,37.17115520266256,-88.65082891444017,Dignity Health,Louisiana
University New Jersey Medical Center,46.95491290187368,-115.98323244915333,Cleveland Clinic,Alaska
Mercy Maine Health Center,26.96849196641783,-94.55682052969507,Dignity Health,Florida
St. Oklahoma Hospital,37.955290372530115,-102.87493596297162,Dignity Health,Louisiana
Mercy Montana Hospital,44.10386581495399,-94.99369136206943,Tenet Healthcare,North Dakota
Community Minnesota Health Center,41.35072585992066,-89.52870222547367,Dignity Health,Oklahoma
Children's Oregon Infirmary,30.631533007777442,-75.02502047463577,CommonSpirit Health,Pennsylvania
Regional Nevada Clinic,45.03817038327282,-85.27239333592016,Dignity Health,Hawaii
Memorial Indiana Hospital,43.603191495621346,-98.77493452842056,Dignity Health,Rhode Island
Memorial Delaware Health Center,25.502577906108943,-112.00590800027304,Trinity Health,Illinois
Memorial Maryland Hospital,42.64784099135428,-117.66582348967265,HCA Healthcare,Illinois
St. Kentucky Infirmary,30.651351511940106,-122.4249147305735,Tenet Healthcare,New Hampshire
Regional Arkansas Clinic,33.26777350811153,-86.106327292294,Cleveland Clinic,West Virginia
University Tennessee Healthcare,46.60032460270759,-110.26582481949967,Mayo Clinic,North Carolina
Community Missouri Medical Center,47.822373235234245,-92.01392130917583,Tenet Healthcare,Connecticut
University Alaska Hospital,37.1945863269888,-94.3138256807496,HCA Healthcare,Idaho
Children's Alabama Healthcare,46.8144707796194,-102.92352090318128,HCA Healthcare,Vermont
Regional Ohio Health Center,46.39560232992852,-75.8317619620567,Providence,Missouri
Regional Alaska Health Center,35.0191830841125,-119.64924538675064,Dignity Health,Texas
Community Hawaii Healthcare,32.83174989260695,-67.05335510373621,Dignity Health,Colorado
Regional Nevada Clinic,38.739312051258565,-88.57524113842288,Mayo Clinic,Alabama
General New Mexico Healthcare,40.07735703935464,-78.87562861213294,Providence,Maine
Memorial Florida Infirmary,36.18639856575557,-95.42171370569231,Ascension,Arizona
General California Medical Center,35.25186573158525,-68.52290991947551,Mayo Clinic,Mississippi
St. Florida Hospital,44.19263578890696,-81.43415201534691,Trinity Health,Hawaii
St. Alaska Hospital,36.39678375959141,-73.22734365694387,Trinity Health,Arkansas
Mercy Ohio Health Center,48.477505570222405,-110.29977384131725,Dignity Health,Oklahoma
Memorial Vermont Healthcare,32.46509374139568,-84.4822633193397,CommonSpirit Health,New Jersey
Memorial Connecticut Health Center,31.088134769492665,-119.98763698526145,HCA Healthcare,Arizona
University South Carolina Medical Center,44.73490442794538,-78.78726106901726,Providence,Minnesota
General Nevada Infirmary,30.430243162381824,-118.07930152911355,Tenet Healthcare,Florida
Memorial Rhode Island Hospital,24.457468831472134,-72.12173042240937,Ascension,Indiana
Regional Iowa Clinic,28.114656452824587,-121.13667429155925,Cleveland Clinic,Massachusetts
Mercy Indiana Infirmary,30.53118945983423,-95.42830567624004,Advocate Aurora Health,Texas
Community Tennessee Clinic,33.62840690921121,-120.69692911975679,Ascension,Illinois
General Ohio Medical Center,45.92543336756899,-100.6279173690613,Mayo Clinic,Ohio
Memorial Oregon Infirmary,40.810512324091306,-93.03993427432084,Trinity Health,Ohio
University Alaska Health Center,42.71825929394976,-83.83323184353398,Providence,Nevada
Memorial Missouri Clinic,48.11893730217672,-89.3559620997532,Advocate Aurora Health,New Mexico
General Florida Clinic,29.62621654302564,-113.34009733828564,Advocate Aurora Health,Vermont
St. Hawaii Hospital,41.7500751716474,-68.89831143537018,Cleveland Clinic,Nevada
Community Texas Infirmary,35.39111296946484,-92.8799639445922,Cleveland Clinic,Hawaii
Community Idaho Clinic,46.89412869616045,-101.60189632481537,Mayo Clinic,Maine
Memorial California Clinic,31.061137851375133,-71.72172210532753,Mayo Clinic,Alabama
University Mississippi Medical Center,47.70848004755757,-67.85849417965518,Trinity Health,Alabama
General Minnesota Clinic,34.481408803798644,-120.75211114712984,Tenet Healthcare,Nevada
University Tennessee Healthcare,46.19699689831569,-73.84192904907451,Cleveland Clinic,Iowa
General Wyoming Healthcare,27.287794469479504,-123.17298784414416,Advocate Aurora Health,Alabama
St. New Hampshire Clinic,24.748615673219025,-102.7816966635916,Trinity Health,Virginia
Memorial Rhode Island Infirmary,32.708792088202195,-113.30188553023577,Mayo Clinic,Utah
Community Arkansas Clinic,36.09225605711359,-77.436525292342,Cleveland Clinic,Missouri
University Illinois Clinic,33.599815430481925,-121.04528439553384,Mayo Clinic,Minnesota
Memorial South Dakota Medical Center,48.48011505322316,-122.92019228362989,CommonSpirit Health,North Carolina
St. Wisconsin Medical Center,30.432442551838438,-80.07291249097926,Trinity Health,North Dakota
St. New Hampshire Healthcare,32.53247920590856,-105.89817702947127,Advocate Aurora Health,Maine
General Texas Infirmary,46.354054972938705,-116.5800006166258,Advocate Aurora Health,Georgia
St. Maine Clinic,42.20819017859866,-97.2772756743427,Providence,Alaska
Community Oregon Infirmary,26.017292232612665,-86.70184028813655,HCA Healthcare,Georgia
Community Wyoming Medical Center,45.62797214352945,-70.73837528295363,Tenet Healthcare,Montana
General Hawaii Clinic,41.2162511295232,-95.59176481355786,Trinity Health,New Mexico
Community Montana Medical Center,37.26198016346889,-108.17129237401866,CommonSpirit Health,New Hampshire
University New York Healthcare,44.042368258091756,-85.1604846816814,Tenet Healthcare,Georgia
Regional Massachusetts Health Center,32.79006734066128,-79.73058164257137,Dignity Health,Ohio
Regional Arizona Hospital,38.61778114709884,-94.64842518167924,HCA Healthcare,Rhode Island
General Arkansas Healthcare,26.875876422464376,-119.78968523785218,HCA Healthcare,Oregon
General South Carolina Clinic,32.06243878573773,-68.01933683501599,Ascension,North Carolina
Children's Alaska Medical Center,45.20206625598379,-71.04245448140938,Trinity Health,North Dakota
Mercy Rhode Island Hospital,27.913063291164338,-101.99071311881787,CommonSpirit Health,Michigan
Mercy Indiana Hospital,39.23750815862107,-66.89433553488502,Dignity Health,Maine
Regional Ohio Medical Center,46.45758511719126,-114.41999169518674,Tenet Healthcare,Michigan
Mercy West Virginia Infirmary,31.159673719204683,-81.64306899859514,Dignity Health,Colorado
St. Arkansas Medical Center,34.63693531620352,-89.12617237164955,Trinity Health,Utah
University Oregon Hospital,29.118178432720185,-72.5889672974741,Trinity Health,Oregon
Regional New Mexico Healthcare,36.75896299432734,-96.45925984087424,HCA Healthcare,New Jersey
University Maryland Health Center,39.7565953637134,-88.2006969121538,CommonSpirit Health,Idaho
Mercy New York Infirmary,43.93597071661464,-85.24799828971433,Providence,Vermont
University Wyoming Hospital,27.66770070343571,-116.76970357301141,Trinity Health,Indiana
Community Nevada Infirmary,30.654451228716862,-117.37300957105538,Cleveland Clinic,Arizona
St. Texas Infirmary,37.33310635832473,-102.57423407228084,Trinity Health,Colorado
University North Carolina Medical Center,42.44895016929424,-109.33840455650089,Advocate Aurora Health,Illinois
Memorial Arkansas Medical Center,29.589485030422807,-84.17538810672403,Ascension,Nebraska
University Idaho Clinic,36.10612931128492,-81.63005555780427,HCA Healthcare,Utah
St. Iowa Clinic,25.014540750505947,-104.69103386778255,Dignity Health,Rhode Island
Mercy Georgia Medical Center,32.98446239683295,-83.81163226564085,Cleveland Clinic,Hawaii
General Vermont Clinic,41.36708262061435,-123.52298790156452,Dignity Health,Hawaii
Regional Minnesota Healthcare,37.703106227946364,-118.524939936048,Providence,West Virginia
General Maine Hospital,25.243364711180813,-78.70624211313896,Dignity Health,Alabama
Children's Connecticut Medical Center,30.765779033304543,-79.71039749047279,Mayo Clinic,Montana
Mercy Oregon Health Center,29.127052203516087,-112.3649106321119,Mayo Clinic,Kansas
University Texas Health Center,29.88587846205091,-101.98634917149536,Dignity Health,South Dakota
Regional Vermont Health Center,25.475598684393134,-110.3187515355927,CommonSpirit Health,Massachusetts
University Wisconsin Health Center,33.18625385617526,-104.3151085624813,Providence,Kansas
St. Tennessee Clinic,25.652686976269614,-85.53554474203415,Providence,Delaware
Children's California Hospital,39.218281803970584,-90.15954880226015,Advocate Aurora Health,Massachusetts
Memorial Pennsylvania Medical Center,42.42828160757143,-83.46951935288362,Cleveland Clinic,Kentucky
General Virginia Medical Center,43.36615078656649,-88.06255583654271,Tenet Healthcare,Montana
Regional Nebraska Health Center,48.200260224476374,-116.43422707697448,HCA Healthcare,Pennsylvania
University Arizona Hospital,40.488080869733494,-114.99273489577898,Tenet Healthcare,Louisiana
Children's Nevada Hospital,33.932189323099834,-99.09643797170978,Dignity Health,Tennessee
University West Virginia Hospital,45.25106474608692,-92.55808576110812,Mayo Clinic,Kansas
Regional Missouri Health Center,28.684710360718476,-121.9136006893991,Mayo Clinic,Maine
General Rhode Island Clinic,47.22175586171766,-101.70580842574775,Cleveland Clinic,Colorado
Community North Dakota Hospital,34.58866338903226,-110.0996791701562,Mayo Clinic,Tennessee
General Kansas Infirmary,35.64415850685105,-105.4584616014807,HCA Healthcare,Virginia
St. Pennsylvania Hospital,45.77683065118707,-72.12054200497096,Mayo Clinic,Missouri
Regional Kansas Medical Center,45.92733524766041,-83.32937862780322,Tenet Healthcare,Utah
General Massachusetts Medical Center,46.804547377483246,-82.15700401153778,Providence,California
Mercy Kansas Hospital,48.413051662330425,-98.96957906826331,Cleveland Clinic,Georgia
Children's Texas Healthcare,39.806767533823574,-117.34855312254386,HCA Healthcare,Nebraska
Children's New Mexico Clinic,25.240883539711962,-124.4386705001192,Cleveland Clinic,Alabama
St. Oregon Health Center,42.621761200576906,-103.94085370647203,Ascension,Colorado
Community Alaska Healthcare,35.424846021874764,-105.95264463784424,Tenet Healthcare,Washington
Regional Vermont Healthcare,41.93273999930596,-119.54961053673951,Cleveland Clinic,Montana
St. Maryland Hospital,45.8319789266582,-110.47387581882194,Providence,New York
